0	-0.098271	-0.079389	0.012981
1.0204	-0.069758	-0.055406	0.023843
2.0408	-0.064684	-0.03994	0.026205
3.0612	-0.04739	-0.045643	0.014111
4.0816	-0.01097	-0.031528	0.010488
5.102	-0.017885	0.0020781	0.023402
6.1224	-0.039672	0.019213	0.026823
7.1429	-0.026418	0.024706	0.038271
8.1633	0.0068767	0.013136	0.067938
9.1837	0.036987	-0.00065042	0.098128
10.204	0.032608	-0.0045277	0.10878
11.224	0.024287	-0.0032138	0.099876
12.245	0.0082426	0.015138	0.099314
13.265	-0.008353	0.026691	0.096015
14.286	-0.026113	0.030389	0.077402
15.306	-0.060388	0.047142	0.060939
16.327	-0.088471	0.062189	0.075203
17.347	-0.1085	0.063549	0.078222
18.367	-0.092093	0.053817	0.075301
19.388	-0.088339	0.060817	0.043223
20.408	-0.10456	0.065289	0.037984
21.429	-0.11457	0.061144	0.018712
22.449	-0.10047	0.05287	-0.016801
23.469	-0.11425	0.050472	-0.021408
24.49	-0.11122	0.043803	0.00062931
25.51	-0.089972	0.0014164	0.033632
26.531	-0.067563	-0.037075	0.041555
27.551	-0.055885	-0.059325	0.011458
28.571	-0.035528	-0.050846	-0.019228
29.592	-0.0043782	-0.04748	-0.031192
30.612	0.029831	-0.055899	-0.026415
31.633	0.058984	-0.048537	-0.020385
32.653	0.063523	-0.043209	-0.027414
33.673	0.041638	-0.040761	-0.056266
34.694	0.037271	-0.039025	-0.077072
35.714	0.036182	0.0014462	-0.067205
36.735	0.041008	0.035266	-0.029896
37.755	0.046534	0.059558	-0.0064046
38.776	0.067502	0.071592	-0.01564
39.796	0.068629	0.081255	0.0056376
40.816	0.068012	0.082408	-0.0079742
41.837	0.065586	0.08769	-0.019914
42.857	0.045192	0.082664	-0.001105
43.878	0.031983	0.076061	0.018828
44.898	0.029622	0.071087	0.034868
45.918	0.037489	0.059873	0.019368
46.939	0.015284	0.049773	-0.018183
47.959	-0.0019699	0.049659	-0.03955
48.98	-0.031083	0.060722	-0.10005
50	-0.072473	0.04009	-0.14842
51.02	-0.097073	0.018636	-0.16136
52.041	-0.10103	-0.0054015	-0.14168
53.061	-0.08679	-0.016159	-0.13133
54.082	-0.050068	-0.029427	-0.09128
55.102	-0.0068953	-0.038197	-0.060539
56.122	0.03344	-0.038626	-0.045663
57.143	0.063281	-0.05722	-0.068857
58.163	0.063863	-0.080854	-0.11368
59.184	0.087489	-0.080029	-0.13079
60.204	0.1269	-0.086357	-0.12825
61.224	0.12959	-0.11522	-0.13036
62.245	0.10621	-0.1147	-0.1737
63.265	0.068568	-0.088726	-0.18676
64.286	0.025863	-0.040702	-0.15427
65.306	-0.0029751	-0.005123	-0.12218
66.327	-0.021842	0.0087023	-0.097077
67.347	-0.037884	0.016668	-0.06519
68.367	-0.074473	0.022302	-0.028906
69.388	-0.082597	0.045332	0.011755
70.408	-0.044738	0.043019	0.026012
71.429	0.0067904	0.029625	0.037284
72.449	0.018786	0.020718	0.045951
73.469	0.027191	-0.0072275	0.0554
74.49	0.038085	-0.040544	0.045091
75.51	0.054881	-0.057196	0.017148
76.531	0.066128	-0.058839	0.030865
77.551	0.043961	-0.042222	0.049559
78.571	0.00011706	-0.0082117	0.049889
79.592	-0.0080969	0.0064252	0.060793
80.612	0.013994	0.009447	0.083886
81.633	0.022308	0.0068908	0.10468
82.653	-0.0021205	0.016444	0.092546
83.673	-0.0061065	0.026661	0.078099
84.694	-0.01192	0.029041	0.085609
85.714	-0.036704	0.051321	0.076071
86.735	-0.061777	0.081862	0.049539
87.755	-0.064812	0.095177	0.0055045
88.776	-0.062755	0.090171	-0.042172
89.796	-0.032032	0.090132	-0.071947
90.816	-0.0025795	0.079059	-0.092279
91.837	-0.0030885	0.064654	-0.098139
92.857	-0.015507	0.040343	-0.098857
93.878	-0.03124	0.016846	-0.077761
94.898	-0.04751	0.0058998	-0.050664
95.918	-0.062161	0.017989	-0.013756
96.939	-0.07021	0.042391	0.026169
97.959	-0.040267	0.07765	0.027216
98.98	0.0077663	0.089215	0.0014792
100	0.031129	0.099195	-0.006437
101.02	0.03151	0.10421	0.010039
102.04	0.04726	0.11505	0.024042
103.06	0.038279	0.11106	0.076
104.08	0.0088408	0.07226	0.11227
105.1	-0.015101	0.028703	0.12861
106.12	-0.024962	-0.019204	0.14186
107.14	-0.023338	-0.040372	0.11285
108.16	-0.030916	-0.037396	0.060409
109.18	-0.029657	-0.023226	0.003979
110.2	-0.00026854	-0.0081674	-0.047393
111.22	0.032235	0.020961	-0.078629
112.24	0.064725	0.03536	-0.078513
113.27	0.099929	0.031835	-0.072428
114.29	0.1185	0.01966	-0.077478
115.31	0.10813	0.0055487	-0.070227
116.33	0.073554	0.0085768	-0.055629
117.35	0.025772	0.014931	-0.029142
118.37	-0.014779	0.010858	-0.010712
119.39	-0.040099	-0.011435	0.036011
120.41	-0.06756	-0.017315	0.086991
121.43	-0.066041	0.0099844	0.11337
122.45	-0.031091	0.035751	0.11948
123.47	-0.026491	0.039536	0.084279
124.49	-0.018193	0.020871	0.065472
125.51	-0.0094381	0.010911	0.064348
126.53	0.0011897	0.0042439	0.069013
